sender,content
allen-p,jeff richter phillip k allen hou ect subject dj cal iso pays avoid rolling blackouts wed sources dj calif iso puc inspect line duke south bay pwr plant dj calif regula tors visit aes dynegy line power plants
allen-p,phillip
allen-p,phillip
allen-p,phillip
allen-p,phillip
allen-p,phillip
allen-p,phillip allen
allen-p,phillip
allen-p,phillip k allen hou ect thomas martin hou ect scott neal hou ect john arnold hou ect grant masson hou ect ted murphy hou ect vladimir gorny hou ect frank hayden corp enron rita hennessy na enron ina rangel hou ect laura harder corp enron kimberly brown hou ect araceli romero na enron kimberly hillis hou ect subject var reporting resources meeting
allen-p,george richards cbpres please respond cbpres phillip allen pallen larry lewter retwell subject westgate proforma phillip allen xls
allen-p,try bmckay brad mckay
allen-p,phillip
allen-p,phillip allen
allen-p,phillip
allen-p,sent kay chapman tim belden hou ect kevin presto hou ect john arnold hou ect scott neal hou ect hunter shively hou ect phillip k allen hou ect janet r dietrich hou ect christopher f calger pdx ect w david duran hou ect raymond bowen hou ect jeff donahue hou ect brian redmond hou ect c john thompson corp enron scott josey corp enron rob milnthorp cal ect max yzaguirre na enron beth perlman hou ect wes colwell hou ect sally beck hou ect david oxley hou ect joseph deffner hou ect jordan mintz hou ect mark e haedicke hou ect mollie gustafson pdx ect felicia doan hou ect ina rangel hou ect kimberly brown hou ect airam arteaga hou ect christy chapman hou ect tina rode hou ect marsha schiller hou ect lillian carroll hou ect tonai lehr corp enron nicole mayer hou ect darlene c forsyth hou ect janette elbertson hou ect angela mcculloch cal ect pilar cerezo na enron cherylene r westbrook hou ect shirley tijerina corp enron nicki daw na enron kimberly hillis hou ect subject ena management committee
allen-p,hunter shively phillip k allen hou ect subject
allen-p,suggestion go austin play golf rent ski boat jet ski flying somewhere takes much time
allen-p,bridge loan financing bills may meet may th deadline due lack support sources report vote regarding authorization bond issuance bridge loan may th deadline possibility deal reportedly fallen apart according sources republicans democratic caucuses turning davis democratic caucus reportedly unwilling fight davis many legislative republicans democrats reportedly trust davis express concern bonds issued replenish general fund davis would double dip fund clearly lack good faith legislature governor however believed davis discloses details power contracts negotiated bond issuance take place additionally generator sources reported long term power contracts opposed still development require bond issuance happen july state may breach contract sources state legislature pass bridge loan legislation may th bond issuance july st difficult
allen-p,sent kimberly hillis jeffrey shankman hou ect hunter shively hou ect phillip k allen hou ect steve jackson hou ect kevin presto hou ect kristin albrecht hou ect thresa allen hou ect brent price hou ect subject system meeting
allen-p,phillip
allen-p,phillip
allen-p,phillip
allen-p,phillip
allen-p,phillip allen pallen
allen-p,message board
allen-p,phillip
allen-p,phillip
allen-p,phillip
allen-p,phillip
allen-p,phillip allen
allen-p,phillip
allen-p,phillip
allen-p,phillip
allen-p,phillip
allen-p,phillip k allen hou ect tim heizenrader pdx ect tim belden hou ect matt motley pdx ect michael driscoll pdx ect chris mallory pdx ect jeff richter hou ect robert badeer hou ect sean crandall pdx ect mark fischer pdx ect bill williams iii pdx ect diana scholtes hou ect subject caiso demand reduction
allen-p,phillip
allen-p,phillip k allen hou ect subject
allen-p,phillip
allen-p,phillip
allen-p,twice valuable car get used one
allen-p,phillip allen
allen-p,dave
allen-p,received file worked good job
allen-p,george richards cbpres pm please respond cbpres keith holst kholst phillip allen pallen larry lewter llewter subject weekly status meeting
allen-p,still issue
allen-p,fax number
allen-p,skills want trading desk
allen-p,hunter shively phillip k allen subject
allen-p,jeff richter phillip k allen hou ect subject wow
allen-p,george richards cbpres pm please respond cbpres phillip allen pallen larry lewter retwell claudia l crocker clclegal subject investment structure
allen-p,phillip
allen-p,phillip k allen hou ect steve jackson hou ect subject
allen-p,topic western natural gas market may overhead slides bring handouts
allen-p,alan comnes pm phillip k allen hou ect joe hartsoe corp enron subject request steve kean
allen-p,faxed signed amendment
allen-p,nancy hall mark whitt na enron phillip k allen hou ect paul lucci na enron paul bieniawski corp enron tyrell harrison na enron jean mrha na enron ina rangel hou ect monica jackson corp enron subject meeting storage strategies west
allen-p,phillip
allen-p,phillip
allen-p,phillip allen
allen-p,phillip
allen-p,phillip
allen-p,behind closed doors discussions held prior meeting potential surprise announcement sort fixed price gas power cap open meeting finally happens
allen-p,hunter shively hou ect phillip k allen hou ect subject alliance netback worksheet
allen-p,else clean cap good location room expand
allen-p,tim heizenrader john j lavorato corp enron phillip k allen hou ect tim belden hou ect subject west power strategy materials
allen-p,phillip
allen-p,phillip
allen-p,phillip
allen-p,jeff smith jsmith pm phillip k allen subject leander stage
allen-p,phillip
allen-p,phillip
allen-p,phillip
allen-p,jess
allen-p,phillip
allen-p,much could get stagecoach appraised still appraisals could valued cap
allen-p,john j lavorato phillip k allen hou ect subject
allen-p,phillip
allen-p,phillip
allen-p,jeffrey shankman hou ect hunter shively hou ect phillip k allen hou ect kevin presto hou ect thresa allen hou ect kristin albrecht hou ect brent price hou ect steve jackson hou ect beth perlman hou ect sally beck hou ect barbara lewis hou ect airam arteaga hou ect cherylene r westbrook hou ect patti thompson hou ect felicia doan hou ect irena hogan hou ect ina rangel hou ect subject systems meeting
allen-p,phillip
allen-p,george richards cbpres please respond cbpres phillip allen pallen larry lewter llewter subject sm proforma xls
allen-p,phillip allen
allen-p,phillip
allen-p,ok let deposit rollover interruption rent
allen-p,voice healed going use real time messenger
allen-p,topic western natural gas market may overhead slides bring handouts
allen-p,phillip
allen-p,phillip
allen-p,phillip
allen-p,phillip
allen-p,phillip
allen-p,jeff smith jsmith pm phillip k allen subject stage
allen-p,phillip
allen-p,phillip
allen-p,phillip
allen-p,yes trading reports whalley lavorato boss
allen-p,phillip k allen hou ect celeste roberts hou ect subject assoc west desk
allen-p,vishal resigned today
allen-p,outlook migration team
allen-p,phillip k allen hou ect subject transport p
allen-p,think steven wolf person talk moving kim olinger different rc code
allen-p,received fax thank might sell qqq take loss taxes would roll right basket individual technology stocks think mentioned previously decided use account kids college
allen-p,nymex chicago pepl hsc socal nwpl
allen-p,phillip
allen-p,phillip
allen-p,phillip k allen hou ect subject fyi
allen-p,phillip
allen-p,phillip allen enron
allen-p,also need know base salaries jay reitmeyer monique sanchez job matt
allen-p,open utility spreadsheet try complete analysis whether better small commercial medium commercial lp need get usage meter last months one year data tell cheaper use rates described spreadsheet great chance practice excel
allen-p,ps channel houston ran story yesterday feb home kingwood poisonous strain mold growing walls try website call station get full story would makes good case breathable walls
allen-p,phillip
allen-p,phillip allen west gas trading
allen-p,anne bike pm pallen prices lkuch darron c giron hou ect mike grigsby hou ect monique sanchez hou ect phillip k allen hou ect subject enron december physical fixed price deals
allen-p,works thank
allen-p,jed hershey jhershey pm pallen pallen subject sanjuan socal spread prices
allen-p,phillip
allen-p,phillip
allen-p,send karen buckley trading track interview conducted may
allen-p,tim heizenrader james b fallon hou ect phillip k allen hou ect subject western strategy summaries
allen-p,monday april jess p hewitt revised approved trader list doc
allen-p,phillip
allen-p,phillip k allen hou ect subject el paso blanco avg product
allen-p,alan comnes pm phillip k allen hou ect joe hartsoe corp enron subject request steve kean
allen-p,tim heizenrader phillip k allen hou ect tim belden hou ect chris gaskill corp enron subject revised long range hydro forecast
